"adjusted_rnx","alpha","beta","fixed_perp","id","k","laplacian","laplacian_celltype","method","name"
"0.07502031705440637","1e-20","undefined","undefined","3cuq1wu3","4","0.30611559139784944","0.044690860215053765","fastctsne","lilac-sweep-11"
"0.10906430260713489","1e-20","undefined","undefined","3cuq1wu3","8","0.3084677419354839","0.04670698924731183","fastctsne","lilac-sweep-11"
"0.15004428285830784","1e-20","undefined","undefined","3cuq1wu3","16","0.3155241935483871","0.04788306451612903","fastctsne","lilac-sweep-11"
"0.1999036858675587","1e-20","undefined","undefined","3cuq1wu3","31","0.3202393340270552","0.05129205688518904","fastctsne","lilac-sweep-11"
"0.26634023244431443","1e-20","undefined","undefined","3cuq1wu3","61","0.32912480169222635","0.05581262118808391","fastctsne","lilac-sweep-11"
"0.3412885961333382","1e-20","undefined","undefined","3cuq1wu3","122","0.34259871320289087","0.06277542746342324","fastctsne","lilac-sweep-11"
"0.4213917594028361","1e-20","undefined","undefined","3cuq1wu3","242","0.3627532657957878","0.07033679907580201","fastctsne","lilac-sweep-11"
"0.4896058385016692","1e-20","undefined","undefined","3cuq1wu3","481","0.39795844231328104","0.08973241231305748","fastctsne","lilac-sweep-11"
"0.5389236970720712","1e-20","undefined","undefined","3cuq1wu3","956","0.44000258694380706","0.13565848967471994","fastctsne","lilac-sweep-11"
"0.5359092009877497","1e-20","undefined","undefined","3cuq1wu3","1900","0.5039636389360498","0.20171547821165817","fastctsne","lilac-sweep-11"
"0.48541339869886296","1e-20","undefined","undefined","3cuq1wu3","3773","0.5620431247488522","0.38755062142158914","fastctsne","lilac-sweep-11"
"0.45123016677703703","1e-20","undefined","undefined","3cuq1wu3","7495","0.5841048153966444","0.6219368467867468","fastctsne","lilac-sweep-11"
"0","1e-20","undefined","undefined","3cuq1wu3","14889","0.6130741022857256","0.8020571571469032","fastctsne","lilac-sweep-11"
"0.06310911797334073","1e-20","undefined","true","9u30yju9","1","0.3064516129032258","0.03763440860215054","fastctsne","ancient-sweep-15"
"0.07783311700834458","1e-20","undefined","true","9u30yju9","2","0.29435483870967744","0.0456989247311828","fastctsne","ancient-sweep-15"
"0.10863149739399915","1e-20","undefined","true","9u30yju9","4","0.3064516129032258","0.0480510752688172","fastctsne","ancient-sweep-15"
"0.1384819907285974","1e-20","undefined","true","9u30yju9","8","0.2925067204301075","0.0480510752688172","fastctsne","ancient-sweep-15"
"0.17485252828789125","1e-20","undefined","true","9u30yju9","16","0.2956149193548387","0.050823252688172046","fastctsne","ancient-sweep-15"
"0.2249297774744165","1e-20","undefined","true","9u30yju9","31","0.2954387790496011","0.05497745404092959","fastctsne","ancient-sweep-15"
"0.27702653122988125","1e-20","undefined","true","9u30yju9","61","0.3038515776485105","0.0617838885950996","fastctsne","ancient-sweep-15"
"0.34045548727515945","1e-20","undefined","true","9u30yju9","122","0.3181297373523709","0.07222809800810859","fastctsne","ancient-sweep-15"
"0.41222291565425295","1e-20","undefined","true","9u30yju9","242","0.3422365147071892","0.08133942059895138","fastctsne","ancient-sweep-15"
"0.4744572522349989","1e-20","undefined","true","9u30yju9","481","0.3800382268124204","0.10209744483938032","fastctsne","ancient-sweep-15"
"0.5204199473674203","1e-20","undefined","true","9u30yju9","956","0.4307191141404598","0.1482895240023395","fastctsne","ancient-sweep-15"
"0.5071411682289351","1e-20","undefined","true","9u30yju9","1900","0.498979909451047","0.22617642897566498","fastctsne","ancient-sweep-15"
"0.43430224877246487","1e-20","undefined","true","9u30yju9","3773","0.5610178717486156","0.4187079104788124","fastctsne","ancient-sweep-15"
"0.3884400714398917","1e-20","undefined","true","9u30yju9","7495","0.5944724798611261","0.6259466884733191","fastctsne","ancient-sweep-15"
"0","1e-20","undefined","true","9u30yju9","14889","0.6130741022857256","0.8020571571469032","fastctsne","ancient-sweep-15"
"0.06176494167201123","1e-10","undefined","true","3ed4qn09","1","0.2674731182795699","0.04704301075268817","fastctsne","upbeat-sweep-14"
"0.08657084986467951","1e-10","undefined","true","3ed4qn09","2","0.2856182795698925","0.05040322580645161","fastctsne","upbeat-sweep-14"
"0.11770651608568922","1e-10","undefined","true","3ed4qn09","4","0.2852822580645161","0.05040322580645161","fastctsne","upbeat-sweep-14"
"0.15747741220131323","1e-10","undefined","true","3ed4qn09","8","0.2824260752688172","0.04855510752688172","fastctsne","upbeat-sweep-14"
"0.1948673161259958","1e-10","undefined","true","3ed4qn09","16","0.2782258064516129","0.04939516129032258","fastctsne","upbeat-sweep-14"
"0.24478554807221858","1e-10","undefined","true","3ed4qn09","31","0.2809573361082206","0.051899063475546306","fastctsne","upbeat-sweep-14"
"0.3000142422820633","1e-10","undefined","true","3ed4qn09","61","0.29008020447734884","0.057332980786180154","fastctsne","upbeat-sweep-14"
"0.36169420909966293","1e-10","undefined","true","3ed4qn09","122","0.30563634761149305","0.06649920676890535","fastctsne","upbeat-sweep-14"
"0.42881039282995326","1e-10","undefined","true","3ed4qn09","242","0.33457744601439615","0.07525215498089398","fastctsne","upbeat-sweep-14"
"0.4779339769519397","1e-10","undefined","true","3ed4qn09","481","0.37825542664252343","0.09684405248921378","fastctsne","upbeat-sweep-14"
"0.5196236671349207","1e-10","undefined","true","3ed4qn09","956","0.42962950465649885","0.14466217888154048","fastctsne","upbeat-sweep-14"
"0.503412684574031","1e-10","undefined","true","3ed4qn09","1900","0.49288412563667233","0.22024971703452179","fastctsne","upbeat-sweep-14"
"0.4327424370795552","1e-10","undefined","true","3ed4qn09","3773","0.5354652753434846","0.3994062224806135","fastctsne","upbeat-sweep-14"
"0.36538634199188913","1e-10","undefined","true","3ed4qn09","7495","0.5645695696772759","0.6245584870200205","fastctsne","upbeat-sweep-14"
"0","1e-10","undefined","true","3ed4qn09","14889","0.6130741022857256","0.8020571571469032","fastctsne","upbeat-sweep-14"
"0.03891394454940979","1e-10","undefined","undefined","fgihii2v","1","0.2916666666666667","0.04435483870967742","fastctsne","worthy-sweep-10"
"0.05901338470239243","1e-10","undefined","undefined","fgihii2v","2","0.28360215053763443","0.041666666666666664","fastctsne","worthy-sweep-10"
"0.07905365869515749","1e-10","undefined","undefined","fgihii2v","4","0.28897849462365593","0.04133064516129032","fastctsne","worthy-sweep-10"
"0.11679695205620504","1e-10","undefined","undefined","fgihii2v","8","0.29469086021505375","0.044522849462365593","fastctsne","worthy-sweep-10"
"0.16047215551345476","1e-10","undefined","undefined","fgihii2v","16","0.30250336021505375","0.04855510752688172","fastctsne","worthy-sweep-10"
"0.21493672006195594","1e-10","undefined","undefined","fgihii2v","31","0.3078824141519251","0.05038154699965314","fastctsne","worthy-sweep-10"
"0.2818497468308203","1e-10","undefined","undefined","fgihii2v","61","0.3146042658205535","0.05579058699101005","fastctsne","worthy-sweep-10"
"0.35935039617865333","1e-10","undefined","undefined","fgihii2v","122","0.32478406486867617","0.06389917151419003","fastctsne","worthy-sweep-10"
"0.4400569056053089","1e-10","undefined","undefined","fgihii2v","242","0.3424864480582956","0.0752354927574869","fastctsne","worthy-sweep-10"
"0.49482381322219404","1e-10","undefined","undefined","fgihii2v","481","0.388284376187602","0.10230981601949343","fastctsne","worthy-sweep-10"
"0.535830223489587","1e-10","undefined","undefined","fgihii2v","956","0.4355808813605075","0.15132355918477527","fastctsne","worthy-sweep-10"
"0.5277751384513552","1e-10","undefined","undefined","fgihii2v","1900","0.4984295415959253","0.21781267685342387","fastctsne","worthy-sweep-10"
"0.49142886092355276","1e-10","undefined","undefined","fgihii2v","3773","0.5540804926914209","0.40494144872025056","fastctsne","worthy-sweep-10"
"0.464725270600619","1e-10","undefined","undefined","fgihii2v","7495","0.5768268451369013","0.6351591024840934","fastctsne","worthy-sweep-10"
"0","1e-10","undefined","undefined","fgihii2v","14889","0.6130741022857256","0.8020571571469032","fastctsne","worthy-sweep-10"
"0.0752067046853062","1e-9","undefined","true","bxcg4uf0","1","0.271505376344086","0.038978494623655914","fastctsne","classic-sweep-13"
"0.09463644942437328","1e-9","undefined","true","bxcg4uf0","2","0.27889784946236557","0.0456989247311828","fastctsne","classic-sweep-13"
"0.12039541051285663","1e-9","undefined","true","bxcg4uf0","4","0.28158602150537637","0.04704301075268817","fastctsne","classic-sweep-13"
"0.157645513276293","1e-9","undefined","true","bxcg4uf0","8","0.275369623655914","0.04855510752688172","fastctsne","classic-sweep-13"
"0.19402635865380652","1e-9","undefined","true","bxcg4uf0","16","0.27268145161290325","0.04754704301075269","fastctsne","classic-sweep-13"
"0.24404693078521064","1e-9","undefined","true","bxcg4uf0","31","0.2746704821366632","0.050121401318071454","fastctsne","classic-sweep-13"
"0.3000363671242694","1e-9","undefined","true","bxcg4uf0","61","0.2829631588224925","0.05669398907103825","fastctsne","classic-sweep-13"
"0.36211631758780677","1e-9","undefined","true","bxcg4uf0","122","0.29508196721311475","0.0649017274810506","fastctsne","classic-sweep-13"
"0.43071304082457923","1e-9","undefined","true","bxcg4uf0","242","0.3214642761930152","0.0733970941082378","fastctsne","classic-sweep-13"
"0.48212395001197367","1e-9","undefined","true","bxcg4uf0","481","0.36419142467529564","0.09539936959291798","fastctsne","classic-sweep-13"
"0.5233797059674659","1e-9","undefined","true","bxcg4uf0","956","0.4161225648985468","0.1446101588158546","fastctsne","classic-sweep-13"
"0.507882323961989","1e-9","undefined","true","bxcg4uf0","1900","0.4830531975099038","0.22273698358800226","fastctsne","classic-sweep-13"
"0.4228424759279836","1e-9","undefined","true","bxcg4uf0","3773","0.5248465326641758","0.4137490773435474","fastctsne","classic-sweep-13"
"0.41132082840303985","1e-9","undefined","true","bxcg4uf0","7495","0.5663775850567044","0.6299683660074459","fastctsne","classic-sweep-13"
"0","1e-9","undefined","true","bxcg4uf0","14889","0.6130741022857256","0.8020571571469032","fastctsne","classic-sweep-13"
"0.042946473453398276","1e-9","undefined","undefined","y8svp2k5","1","0.28763440860215056","0.04973118279569892","fastctsne","electric-sweep-9"
"0.05430845162590439","1e-9","undefined","undefined","y8svp2k5","2","0.2956989247311828","0.04973118279569892","fastctsne","electric-sweep-9"
"0.07972588230194935","1e-9","undefined","undefined","y8svp2k5","4","0.2963709677419355","0.04973118279569892","fastctsne","electric-sweep-9"
"0.11730125528114439","1e-9","undefined","undefined","y8svp2k5","8","0.2908266129032258","0.04872311827956989","fastctsne","electric-sweep-9"
"0.1576969958552302","1e-9","undefined","undefined","y8svp2k5","16","0.2999831989247312","0.0474630376344086","fastctsne","electric-sweep-9"
"0.2146760316077178","1e-9","undefined","undefined","y8svp2k5","31","0.3058012486992716","0.05033818938605619","fastctsne","electric-sweep-9"
"0.28271261567685985","1e-9","undefined","undefined","y8svp2k5","61","0.3124449145073154","0.05579058699101005","fastctsne","electric-sweep-9"
"0.3625384260759507","1e-9","undefined","undefined","y8svp2k5","122","0.32134673012515425","0.06222457253657677","fastctsne","electric-sweep-9"
"0.4453470574479335","1e-9","undefined","undefined","y8svp2k5","242","0.3375933084510797","0.0728694570336799","fastctsne","electric-sweep-9"
"0.5030478265061203","1e-9","undefined","undefined","y8svp2k5","481","0.3834193995484318","0.10035935439161246","fastctsne","electric-sweep-9"
"0.5492107362266463","1e-9","undefined","undefined","y8svp2k5","956","0.4276344648400594","0.1499443244702389","fastctsne","electric-sweep-9"
"0.5434107673843389","1e-9","undefined","undefined","y8svp2k5","1900","0.4878897849462366","0.2197524052065648","fastctsne","electric-sweep-9"
"0.48818756363694077","1e-9","undefined","undefined","y8svp2k5","3773","0.5349494427012531","0.40794845378453015","fastctsne","electric-sweep-9"
"0.4484427458780984","1e-9","undefined","undefined","y8svp2k5","7495","0.5647899675052185","0.6392957312043154","fastctsne","electric-sweep-9"
"0","1e-9","undefined","undefined","y8svp2k5","14889","0.6130741022857256","0.8020571571469032","fastctsne","electric-sweep-9"
"0.08596011509594217","1e-8","undefined","true","p43sdo1m","1","0.28225806451612906","0.04704301075268817","fastctsne","unique-sweep-12"
"0.09463644942437328","1e-8","undefined","true","p43sdo1m","2","0.28158602150537637","0.04838709677419355","fastctsne","unique-sweep-12"
"0.12073152231625256","1e-8","undefined","true","p43sdo1m","4","0.2842741935483871","0.04771505376344086","fastctsne","unique-sweep-12"
"0.15579640145151535","1e-8","undefined","true","p43sdo1m","8","0.27738575268817206","0.05090725806451613","fastctsne","unique-sweep-12"
"0.19789476302587714","1e-8","undefined","true","p43sdo1m","16","0.2722614247311828","0.05216733870967742","fastctsne","unique-sweep-12"
"0.24760967299313136","1e-8","undefined","true","p43sdo1m","31","0.2750173430454388","0.0557145334720777","fastctsne","unique-sweep-12"
"0.3045055852499102","1e-8","undefined","true","p43sdo1m","61","0.2828089194429755","0.06427375286444562","fastctsne","unique-sweep-12"
"0.36725937627229693","1e-8","undefined","true","p43sdo1m","122","0.29635995064339854","0.07351709853692931","fastctsne","unique-sweep-12"
"0.4323842093895919","1e-8","undefined","true","p43sdo1m","242","0.3257686839065138","0.08253910068426197","fastctsne","unique-sweep-12"
"0.4819622418856043","1e-8","undefined","true","p43sdo1m","481","0.36982484966355933","0.10351418415934545","fastctsne","unique-sweep-12"
"0.51301754603624","1e-8","undefined","true","p43sdo1m","956","0.4267149750303685","0.15313863769289604","fastctsne","unique-sweep-12"
"0.5031937436025599","1e-8","undefined","true","p43sdo1m","1900","0.4895423033389926","0.22793152235427278","fastctsne","unique-sweep-12"
"0.4249648504798532","1e-8","undefined","true","p43sdo1m","3773","0.5396111733340173","0.406305484070461","fastctsne","unique-sweep-12"
"0.35505096518809104","1e-8","undefined","true","p43sdo1m","7495","0.5714689721463054","0.627196984369508","fastctsne","unique-sweep-12"
"0","1e-8","undefined","true","p43sdo1m","14889","0.6130741022857256","0.8020571571469032","fastctsne","unique-sweep-12"
"0.03756976824808029","1e-8","undefined","undefined","vrim8heo","1","0.2916666666666667","0.04838709677419355","fastctsne","proud-sweep-8"
"0.050947785142698654","1e-8","undefined","undefined","vrim8heo","2","0.3125","0.04771505376344086","fastctsne","proud-sweep-8"
"0.08174255312232491","1e-8","undefined","undefined","vrim8heo","4","0.3030913978494624","0.0480510752688172","fastctsne","proud-sweep-8"
"0.11293062733166996","1e-8","undefined","undefined","vrim8heo","8","0.2987231182795699","0.04536290322580645","fastctsne","proud-sweep-8"
"0.15996758103014122","1e-8","undefined","undefined","vrim8heo","16","0.30023521505376344","0.046790994623655914","fastctsne","proud-sweep-8"
"0.21502361621336863","1e-8","undefined","undefined","vrim8heo","31","0.3065383281304197","0.049167533818938604","fastctsne","proud-sweep-8"
"0.2864074643252857","1e-8","undefined","undefined","vrim8heo","61","0.3100872554204125","0.0542702273929138","fastctsne","proud-sweep-8"
"0.3666928622487354","1e-8","undefined","undefined","vrim8heo","122","0.32026705446853515","0.06180592279217345","fastctsne","proud-sweep-8"
"0.451884939874571","1e-8","undefined","undefined","vrim8heo","242","0.3326335199502355","0.06992579756509375","fastctsne","proud-sweep-8"
"0.5100417029715941","1e-8","undefined","undefined","vrim8heo","481","0.37947656092817383","0.08972682359779134","fastctsne","proud-sweep-8"
"0.5556711230186242","1e-8","undefined","undefined","vrim8heo","956","0.42812514059477214","0.13506236784091422","fastctsne","proud-sweep-8"
"0.5534666451147575","1e-8","undefined","undefined","vrim8heo","1900","0.49373231465761175","0.20440365025466892","fastctsne","proud-sweep-8"
"0.49387713066852645","1e-8","undefined","undefined","vrim8heo","3773","0.5384690742656509","0.3923092487937781","fastctsne","proud-sweep-8"
"0.4617341827257769","1e-8","undefined","undefined","vrim8heo","7495","0.5626973537914165","0.6269712066108588","fastctsne","proud-sweep-8"
"0","1e-8","undefined","undefined","vrim8heo","14889","0.6130741022857256","0.8020571571469032","fastctsne","proud-sweep-8"
"0.08596011509594217","1e-7","undefined","true","9xfwj792","1","0.27419354838709675","0.04838709677419355","fastctsne","vivid-sweep-11"
"0.10202991568742592","1e-7","undefined","true","9xfwj792","2","0.2842741935483871","0.04838709677419355","fastctsne","vivid-sweep-11"
"0.12543708756379554","1e-7","undefined","true","9xfwj792","4","0.2819220430107527","0.049059139784946235","fastctsne","vivid-sweep-11"
"0.16167993907580785","1e-7","undefined","true","9xfwj792","8","0.2752016129032258","0.04939516129032258","fastctsne","vivid-sweep-11"
"0.20327689084788847","1e-7","undefined","true","9xfwj792","16","0.2722614247311828","0.051663306451612906","fastctsne","vivid-sweep-11"
"0.254257228576203","1e-7","undefined","true","9xfwj792","31","0.27289281997918835","0.055541103017689906","fastctsne","vivid-sweep-11"
"0.30966067348394144","1e-7","undefined","true","9xfwj792","61","0.2821919619249075","0.0617838885950996","fastctsne","vivid-sweep-11"
"0.3724801917835504","1e-7","undefined","true","9xfwj792","122","0.29617265996827075","0.07087299488806628","fastctsne","vivid-sweep-11"
"0.44162080321513497","1e-7","undefined","true","9xfwj792","242","0.32326379632098107","0.07973984715187062","fastctsne","vivid-sweep-11"
"0.4922047191040336","1e-7","undefined","true","9xfwj792","481","0.37282598976147363","0.10008550734357186","fastctsne","vivid-sweep-11"
"0.5301616096835097","1e-7","undefined","true","9xfwj792","956","0.435121136455662","0.14720413236154226","fastctsne","vivid-sweep-11"
"0.5206303647490151","1e-7","undefined","true","9xfwj792","1900","0.503580220713073","0.2278183361629881","fastctsne","vivid-sweep-11"
"0.42491093224146254","1e-7","undefined","true","9xfwj792","3773","0.5474134982857827","0.41083326921049107","fastctsne","vivid-sweep-11"
"0.35634410604041616","1e-7","undefined","true","9xfwj792","7495","0.5751976227879518","0.6271982396866729","fastctsne","vivid-sweep-11"
"0","1e-7","undefined","true","9xfwj792","14889","0.6130741022857256","0.8020571571469032","fastctsne","vivid-sweep-11"
"0.05369988386403425","1e-7","undefined","undefined","l6uwga9l","1","0.29838709677419356","0.04435483870967742","fastctsne","playful-sweep-7"
"0.060357651295674726","1e-7","undefined","undefined","l6uwga9l","2","0.2849462365591398","0.041666666666666664","fastctsne","playful-sweep-7"
"0.07871754689176157","1e-7","undefined","undefined","l6uwga9l","4","0.28864247311827956","0.04065860215053763","fastctsne","playful-sweep-7"
"0.11662885098122525","1e-7","undefined","undefined","l6uwga9l","8","0.28326612903225806","0.04233870967741935","fastctsne","playful-sweep-7"
"0.16148130448008188","1e-7","undefined","undefined","l6uwga9l","16","0.2927587365591398","0.043682795698924734","fastctsne","playful-sweep-7"
"0.2155884411975512","1e-7","undefined","undefined","l6uwga9l","31","0.30137877211238295","0.04747658688865765","fastctsne","playful-sweep-7"
"0.28315511252098274","1e-7","undefined","undefined","l6uwga9l","61","0.309073682355015","0.05259562841530055","fastctsne","playful-sweep-7"
"0.3620496688791525","1e-7","undefined","undefined","l6uwga9l","122","0.31969416534461487","0.059833862154063104","fastctsne","playful-sweep-7"
"0.44715372616686616","1e-7","undefined","undefined","l6uwga9l","242","0.33216697769483694","0.06957589087354484","fastctsne","playful-sweep-7"
"0.4989069434130198","1e-7","undefined","undefined","l6uwga9l","481","0.38068931214092505","0.09976695057340218","fastctsne","playful-sweep-7"
"0.5394585570018258","1e-7","undefined","undefined","l6uwga9l","956","0.4307542628334908","0.1507752395734917","fastctsne","playful-sweep-7"
"0.5315465994080665","1e-7","undefined","undefined","l6uwga9l","1900","0.49693548387096775","0.22477999434069043","fastctsne","playful-sweep-7"
"0.4844132869496006","1e-7","undefined","undefined","l6uwga9l","3773","0.5478374215207659","0.41143246154766894","fastctsne","playful-sweep-7"
"0.5215277735131887","1e-7","undefined","undefined","l6uwga9l","7495","0.5674049724906209","0.6384114499271916","fastctsne","playful-sweep-7"
"0","1e-7","undefined","undefined","l6uwga9l","14889","0.6130741022857256","0.8020571571469032","fastctsne","playful-sweep-7"
"0.04966735496004576","0.000001","undefined","undefined","76l6d1e3","1","0.2620967741935484","0.041666666666666664","fastctsne","avid-sweep-6"
"0.05498058492254554","0.000001","undefined","undefined","76l6d1e3","2","0.28293010752688175","0.04099462365591398","fastctsne","avid-sweep-6"
"0.07737309967817785","0.000001","undefined","undefined","76l6d1e3","4","0.28696236559139787","0.041666666666666664","fastctsne","avid-sweep-6"
"0.11662885098122525","0.000001","undefined","undefined","76l6d1e3","8","0.2805779569892473","0.04418682795698925","fastctsne","avid-sweep-6"
"0.15778109160244913","0.000001","undefined","undefined","76l6d1e3","16","0.2856182795698925","0.04309475806451613","fastctsne","avid-sweep-6"
"0.21684843539303533","0.000001","undefined","undefined","76l6d1e3","31","0.29491848768643775","0.046609434616718695","fastctsne","avid-sweep-6"
"0.28536759674159695","0.000001","undefined","undefined","76l6d1e3","61","0.3043363299841354","0.052617662612374404","fastctsne","avid-sweep-6"
"0.36448234674503444","0.000001","undefined","undefined","76l6d1e3","122","0.3157610611669311","0.060373699982372644","fastctsne","avid-sweep-6"
"0.4497959791683052","0.000001","undefined","undefined","76l6d1e3","242","0.32958433306673773","0.06946480938416422","fastctsne","avid-sweep-6"
"0.502952534217367","0.000001","undefined","undefined","76l6d1e3","481","0.37854324547872936","0.10017213243019694","fastctsne","avid-sweep-6"
"0.5423461996562866","0.000001","undefined","undefined","76l6d1e3","956","0.42933706753048095","0.15202372114995277","fastctsne","avid-sweep-6"
"0.5242874898650693","0.000001","undefined","undefined","76l6d1e3","1900","0.4952037351443124","0.22449561403508772","fastctsne","avid-sweep-6"
"0.4486425915741487","0.000001","undefined","undefined","76l6d1e3","3773","0.5450566275944815","0.41573296683566596","fastctsne","avid-sweep-6"
"0.41788186614274875","0.000001","undefined","undefined","76l6d1e3","7495","0.5725297151506022","0.637243108308765","fastctsne","avid-sweep-6"
"0","0.000001","undefined","undefined","76l6d1e3","14889","0.6130741022857256","0.8020571571469032","fastctsne","avid-sweep-6"
"0.08596011509594217","0.000001","undefined","true","928yetdz","1","0.26344086021505375","0.04435483870967742","fastctsne","fancy-sweep-10"
"0.09866924920422018","0.000001","undefined","true","928yetdz","2","0.2701612903225806","0.051075268817204304","fastctsne","fancy-sweep-10"
"0.1341759944520897","0.000001","undefined","true","928yetdz","4","0.26780913978494625","0.04872311827956989","fastctsne","fancy-sweep-10"
"0.1744556207742716","0.000001","undefined","true","928yetdz","8","0.2701612903225806","0.046875","fastctsne","fancy-sweep-10"
"0.21479800821688144","0.000001","undefined","true","928yetdz","16","0.2661290322580645","0.04838709677419355","fastctsne","fancy-sweep-10"
"0.2613827129920444","0.000001","undefined","true","928yetdz","31","0.2691207075962539","0.05298300381547","fastctsne","fancy-sweep-10"
"0.3156122560373938","0.000001","undefined","true","928yetdz","61","0.27963599506433984","0.05973470826723074","fastctsne","fancy-sweep-10"
"0.3794338737198157","0.000001","undefined","true","928yetdz","122","0.29217345319936544","0.068735677771902","fastctsne","fancy-sweep-10"
"0.44781993525697256","0.000001","undefined","true","928yetdz","242","0.3192093219585888","0.07709055363014307","fastctsne","fancy-sweep-10"
"0.4994642589199712","0.000001","undefined","true","928yetdz","481","0.3707525763977377","0.09700333087429862","fastctsne","fancy-sweep-10"
"0.5323356049597868","0.000001","undefined","true","928yetdz","956","0.4278045845143294","0.14407027489089846","fastctsne","fancy-sweep-10"
"0.5121111282813288","0.000001","undefined","true","928yetdz","1900","0.4973174872665535","0.22349957555178268","fastctsne","fancy-sweep-10"
"0.4329299580325419","0.000001","undefined","true","928yetdz","3773","0.5442978406276628","0.4083367532182542","fastctsne","fancy-sweep-10"
"0.36574998143290893","0.000001","undefined","true","928yetdz","7495","0.5764703350620844","0.6265910248409334","fastctsne","fancy-sweep-10"
"0","0.000001","undefined","true","928yetdz","14889","0.6130741022857256","0.8020571571469032","fastctsne","fancy-sweep-10"
"0.05101153126137526","0.00001","undefined","undefined","12br9qyo","1","0.271505376344086","0.0456989247311828","fastctsne","vivid-sweep-5"
